,Ticker,Sector,Sub-Sector,Country,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
8,AAL,Services , Major Airlines , USA,S&P; 500,7.25,5.16,0.90%,474.35M,-2.45%,17.76B,6.47,5.79,-0.35%,457.20M,0.16%,2.46B,0.61,1.19,83.50%,6.48%,-15.02%,43.52B,0.41,16.20%,0.01%,4.69,-26.69%,-1.87,-,23.79%,3.10%,51.60,-22.84%,9.85,3.80,11.89%,510.20%,35.64 - 59.08,-28.04%,0.40,8.13,18.90%,15.30%,-36.63%,0.98,1.07%,0.50,11.20%,58.00%,5.05%,1.08,126600,0.60,3.70%,7.80%,41.82,2.54% 2.75%,Yes,-,-30.50%,3.80%,0.89,37.09,Yes,-,Jul 26 BMO,11.60%,6.31M,37.44,1.90,-2.10%,-5.13%,-20.61%,"5,599,171",0.94%
9,AMT,Financial , REIT - Diversified , USA,S&P; 500,60.42,2.48,0.20%,442.07M,0.15%,66.11B,41.01,3.65,-23.96%,440.89M,5.18%,1.08B,6.90,0.81,96.70%,1.22%,9.58%,6.91B,9.57,32.70%,2.00%,2.66,10.38%,12.57,11.90,23.18%,3.30%,162.15,7.05%,2.07,72.22,8.76%,17.90%,130.37 - 155.28,4.82%,3.08,44.08,10.50%,7.10%,-3.70%,0.85,2.06%,0.50,18.30%,69.20%,14.70%,2.21,4752,0.50,7.10%,26.40%,61.88,1.06% 1.50%,Yes,3.80,-13.70%,15.90%,0.70,149.11,Yes,3.30,Jul 31 BMO,108.50%,2.02M,149.54,1.90,2.21%,4.23%,5.47%,"1,413,930",0.29%
10,AME,Industrial Goods , Diversified Machinery , USA,S&P; 500,25.88,2.90,0.30%,235.52M,-2.68%,17.69B,21.37,3.51,-8.43%,227.75M,2.62%,675.70M,1.88,0.78,86.80%,1.31%,0.24%,4.61B,3.84,16.10%,0.26%,2.63,0.52%,18.76,4.00,9.47%,9.70%,86.50,19.00%,2.37,31.72,13.80%,18.80%,61.77 - 79.32,3.63%,0.56,25.62,6.20%,11.40%,-5.32%,1.22,0.75%,1.20,5.20%,33.70%,21.58%,1.14,16900,1.70,13.60%,21.50%,46.80,1.20% 1.52%,Yes,0.49,27.90%,16.60%,1.02,75.82,Yes,0.42,Jul 31 BMO,13.80%,1.14M,75.10,1.70,-0.88%,0.90%,1.54%,"1,161,262",-0.95%
11,ADI,Technology , Semiconductor - Integrated Circuits , USA,S&P; 500,83.12,1.13,0.10%,384.77M,-4.80%,36.08B,15.85,5.91,-28.47%,369.40M,-4.58%,419.80M,8.11,1.46,90.40%,2.09%,-1.07%,6.01B,6.01,-25.00%,0.93%,3.45,10.14%,28.58,3.28,1.11%,5.10%,108.26,17.26%,-,-,10.25%,10.30%,76.95 - 103.59,5.31%,1.92,70.86,-0.60%,5.30%,-9.49%,1.17,2.05%,1.10,13.60%,64.00%,21.85%,1.70,15300,1.50,-29.00%,25.20%,34.39,1.69% 1.68%,Yes,0.66,16.10%,17.60%,0.91,94.85,Yes,0.65,Aug 22 BMO,63.80%,2.23M,93.76,2.00,-3.29%,-4.46%,1.35%,"2,022,306",-1.15%
12,AON,Financial , Insurance Brokers , United Kingdom,S&P; 500,29.98,4.71,0.50%,245.43M,-1.58%,34.64B,15.44,9.14,-9.88%,239.91M,-3.09%,1.18B,2.28,1.23,91.70%,0.84%,0.81%,10.90B,3.18,-36.40%,0.63%,2.39,0.82%,18.48,7.64,13.22%,3.00%,155.38,1.32%,18.17,7.77,13.15%,16.50%,130.87 - 152.78,5.31%,1.60,524.77,-0.80%,9.90%,-7.63%,1.04,1.13%,1.10,-2.80%,-,7.83%,1.66,50000,1.10,8.20%,14.00%,41.78,1.11% 1.16%,Yes,1.45,195.90%,7.40%,0.68,140.85,Yes,1.28,Jul 27 BMO,45.80%,840.54K,141.12,2.70,-2.17%,-0.50%,0.31%,"567,792",0.19%
13,AMAT,Technology , Semiconductor Equipment & Materials , USA,S&P; 500,11.92,3.99,0.34%,1.05B,-5.32%,49.93B,10.35,4.59,-0.42%,961.96M,0.44%,4.25B,0.66,1.17,80.90%,1.51%,-13.88%,16.48B,3.03,105.40%,-1.45%,1.14,-8.56%,6.84,6.95,0.04%,16.50%,66.35,8.27%,5.09,9.33,18.17%,37.70%,42.93 - 62.40,-7.06%,0.80,15.75,106.00%,24.40%,-23.86%,1.58,1.68%,1.80,10.80%,45.50%,10.66%,1.18,18400,2.60,28.80%,28.20%,46.29,1.97% 2.33%,Yes,0.00,52.20%,19.20%,0.81,48.38,Yes,0.75,Aug 16 AMC,13.30%,12.67M,47.51,1.90,-1.04%,-0.90%,-9.92%,"10,287,570",-1.80%
14,AJG,Financial , Insurance Brokers , USA,-,20.16,3.53,0.40%,184.62M,-0.74%,13.13B,18.11,3.93,-6.26%,180.24M,2.05%,649.90M,1.62,0.78,84.60%,1.13%,6.75%,6.68B,1.97,18.20%,0.03%,2.25,4.28%,24.36,2.92,13.39%,4.20%,76.62,21.12%,3.53,20.13,12.44%,14.40%,57.19 - 73.11,12.39%,1.64,23.70,11.50%,9.00%,-2.72%,1.17,2.31%,1.10,19.60%,29.10%,24.36%,0.75,26800,1.10,11.50%,9.80%,60.20,1.03% 1.05%,Yes,0.78,53.80%,9.30%,0.77,70.66,Yes,0.71,Jul 26 AMC,45.90%,902.09K,71.12,2.30,0.15%,3.89%,5.69%,"698,886",0.65%
15,ADP,Technology , Business Software & Services , USA,S&P; 500,38.62,3.66,0.10%,435.87M,2.48%,61.56B,23.87,5.92,-17.29%,435.87M,2.82%,1.62B,2.65,1.11,79.20%,0.78%,10.33%,13.33B,4.62,-4.90%,-1.61%,1.58,25.31%,7.90,17.88,14.27%,4.00%,145.17,26.58%,4.99,28.33,14.60%,42.20%,102.81 - 141.52,20.52%,2.76,62.77,9.70%,30.10%,-0.20%,0.92,1.95%,1.10,7.10%,47.90%,37.38%,2.13,57000,1.10,8.30%,16.40%,63.98,1.37% 1.63%,Yes,0.58,-41.50%,12.20%,0.88,141.15,Yes,0.58,Aug 01 BMO,65.30%,2.17M,141.24,2.60,3.04%,3.36%,15.32%,"1,911,231",0.06%
16,BHGE,Basic Materials , Oil & Gas Equipment & Services , USA,S&P; 500,-,-0.36,0.20%,1.11B,-9.24%,35.27B,21.09,1.51,-1.80%,410.34M,-2.54%,-154.00M,-,0.21,99.60%,5.35%,-13.68%,22.09B,1.60,92.40%,-0.03%,5.59,20.40%,88.67,0.36,105.45%,0.00%,37.52,-7.29%,4.40,7.23,-,-0.10%,25.53 - 38.10,0.54%,0.72,-,-16.70%,-0.70%,-16.51%,0.77,2.26%,1.40,-4.20%,16.60%,24.60%,0.96,64000,1.90,-9.40%,-0.80%,35.12,2.94% 2.78%,Yes,0.20,-,-0.10%,1.26,33.93,Yes,0.17,Jul 20 BMO,-,3.93M,31.81,2.40,-6.14%,-5.22%,-1.47%,"4,939,315",-6.25%
17,BBT,Financial , Regional - Southeast Banks , USA,S&P; 500,15.16,3.39,0.30%,793.67M,-1.31%,40.74B,11.83,4.34,-12.18%,768.88M,-1.29%,2.69B,2.15,1.00,66.20%,1.50%,-7.20%,7.69B,5.30,-3.20%,0.52%,3.03,-6.15%,34.45,1.49,9.60%,1.20%,56.49,9.33%,3.68,13.94,7.05%,10.20%,42.99 - 56.31,3.32%,1.62,11.73,-4.90%,9.60%,-8.84%,1.01,3.16%,-,1.30%,-,19.39%,0.92,36484,-,9.30%,78.40%,49.31,1.47% 1.68%,Yes,0.81,28.10%,35.50%,0.62,51.85,Yes,0.81,Jul 19 BMO,39.10%,3.80M,51.33,2.40,0.27%,-0.87%,-1.44%,"2,347,150",-1.00%
18,BIIB,Healthcare , Biotechnology , USA,S&P; 500,17.34,19.66,0.10%,205.61M,-2.68%,70.06B,12.39,27.51,27.86%,200.64M,-4.02%,4.14B,2.31,6.80,95.20%,1.99%,21.03%,12.87B,5.44,3.00%,0.05%,2.16,15.08%,59.20,5.76,8.54%,12.30%,389.31,18.34%,15.68,21.73,7.51%,22.90%,249.17 - 388.67,6.95%,-,15.04,24.80%,21.90%,-12.34%,0.89,-,2.10,17.30%,86.40%,36.74%,8.92,7300,2.40,9.00%,45.60%,50.71,1.85% 2.39%,Yes,0.48,2.80%,23.10%,0.50,343.63,Yes,0.48,Jul 24 BMO,0.00%,1.86M,340.72,2.00,-2.55%,4.20%,10.65%,"919,622",-0.85%
19,BKNG,Services , Business Services , USA,S&P; 500,22.21,83.90,0.30%,51.92M,-8.88%,96.75B,18.60,100.16,-,43.40M,-8.23%,4.13B,1.37,38.80,94.20%,3.03%,-10.18%,13.70B,7.06,74.80%,0.25%,3.41,2.48%,217.93,8.55,13.16%,10.80%,2252.81,0.14%,141.23,13.20,16.17%,24.30%,1630.56 - 2228.99,7.24%,-,19.45,21.90%,18.60%,-16.40%,1.30,-,1.90,19.20%,99.30%,14.29%,46.43,22900,1.90,16.90%,36.70%,29.39,2.48% 2.06%,Yes,0.84,39.90%,20.10%,1.78,1833.55,Yes,0.75,Aug 08 AMC,0.00%,384.49K,1863.49,2.10,-7.22%,-9.33%,-5.66%,"686,235",1.63%
20,BHF,Financial , Life Insurance , USA,S&P; 500,-,-10.90,0.01%,130.56M,-6.73%,5.30B,4.48,9.07,-99.93%,119.76M,-1.57%,-1306.00M,-,2.01,75.70%,4.45%,-14.61%,7.37B,0.72,62.50%,-13.66%,3.43,-27.07%,112.17,0.36,12.78%,-0.30%,50.46,-29.96%,16.35,2.48,6.19%,-4.20%,39.24 - 67.55,-30.71%,-,1.72,-,-5.20%,-39.85%,-,-,-,-,-,3.54%,1.25,1260,-,-16.00%,-8.60%,39.04,3.23% 2.82%,Yes,0.27,-197.20%,-7.90%,0.61,41.09,Yes,0.27,Aug 06 AMC,-,1.55M,40.63,2.90,-4.01%,-5.56%,-22.41%,"952,386",-1.12%
21,CHRW,Services , Air Delivery & Freight Services , USA,S&P; 500,23.73,3.99,0.90%,140.96M,-1.56%,13.33B,19.20,4.93,-2.88%,139.15M,7.83%,562.10M,1.80,1.16,92.10%,6.68%,10.30%,15.95B,0.84,-2.90%,-2.66%,7.46,2.32%,10.89,8.68,10.42%,13.40%,96.18,39.03%,2.20,42.92,13.21%,39.60%,66.14 - 100.18,6.15%,1.84,58.62,-1.00%,18.10%,-5.60%,0.42,1.95%,1.80,5.50%,15.80%,42.98%,1.62,15074,1.80,15.30%,5.10%,59.83,1.41% 1.93%,Yes,0.98,44.50%,3.60%,0.70,93.97,Yes,0.88,Jul 31 AMC,44.60%,1.25M,94.57,2.70,1.75%,5.62%,6.20%,"867,975",0.64%
22,CPB,Consumer Goods , Processed & Packaged Goods , USA,S&P; 500,35.32,1.20,0.10%,305.23M,0.88%,12.93B,15.48,2.74,2.14%,174.46M,2.89%,365.00M,-,0.25,51.80%,19.37%,7.27%,8.13B,1.59,59.60%,1.46%,5.53,-9.82%,4.66,9.09,-3.97%,5.10%,36.15,-21.18%,0.65,64.96,-1.20%,29.10%,32.63 - 54.37,-11.97%,1.40,25.30,4.80%,19.20%,-22.11%,0.21,3.31%,0.40,1.90%,36.20%,29.79%,0.98,18000,0.70,14.70%,6.90%,61.33,2.28% 2.25%,Yes,7.01,-324.70%,6.00%,0.42,41.75,Yes,5.75,Aug 30 BMO,87.10%,6.12M,42.35,3.20,2.69%,6.73%,-1.90%,"2,569,860",1.44%
23,CCL,Services , Resorts & Casinos , USA,S&P; 500,15.11,3.92,0.10%,692.34M,1.02%,40.99B,12.43,4.76,-4.15%,435.11M,1.04%,2.83B,1.19,2.31,81.80%,2.83%,-9.56%,18.36B,2.23,-3.40%,1.10%,2.93,-15.33%,33.52,1.77,12.36%,6.90%,72.75,-13.84%,1.52,38.92,12.73%,11.70%,56.45 - 72.70,-10.80%,2.00,39.11,16.60%,8.20%,-18.57%,0.85,3.38%,0.20,2.60%,40.00%,4.87%,0.91,97000,0.20,10.40%,15.90%,47.56,1.43% 1.41%,Yes,0.41,50.50%,15.40%,0.86,59.32,Yes,0.34,Sep 24 BMO,43.20%,4.20M,59.20,2.00,0.89%,-0.62%,-8.44%,"3,590,878",-0.20%
24,CBS,Services , Entertainment - Diversified , USA,S&P; 500,11.60,4.55,0.60%,383.95M,-0.68%,20.27B,9.00,5.87,-28.80%,340.08M,-9.00%,1.78B,0.67,1.23,85.00%,3.00%,-1.91%,14.32B,1.42,21.70%,-1.02%,2.70,-5.46%,5.73,9.21,11.69%,6.80%,69.54,-20.84%,0.66,80.45,17.36%,64.10%,47.54 - 67.11,-10.51%,0.72,38.39,13.00%,17.70%,-21.32%,1.42,1.36%,1.10,1.30%,37.50%,11.06%,1.19,12700,1.60,6.40%,17.00%,39.60,1.87% 2.39%,Yes,4.55,8.40%,10.20%,0.61,52.57,Yes,4.37,Aug 02 AMC,19.10%,3.77M,52.80,2.10,-2.92%,-4.45%,-3.51%,"2,286,067",0.44%
25,CTL,Technology , Telecom Services - Domestic , USA,S&P; 500,39.42,0.57,0.80%,935.54M,21.20%,21.02B,19.07,1.18,167.66%,935.54M,14.47%,516.00M,-,0.30,82.00%,8.70%,16.67%,21.20B,0.99,-60.30%,2.57%,9.04,27.82%,21.59,1.04,8.77%,2.30%,20.95,9.40%,0.75,30.03,-13.78%,7.80%,13.16 - 22.55,34.71%,2.16,71.50,-18.10%,2.90%,-0.35%,0.79,9.61%,1.00,-0.80%,53.00%,70.73%,0.58,47000,1.00,44.30%,11.90%,81.60,4.39% 2.62%,Yes,1.62,771.20%,7.60%,1.43,22.36,Yes,1.60,Aug 08 AMC,119.30%,9.00M,22.47,2.60,16.41%,18.63%,27.67%,"12,892,132",0.49%
26,CHTR,Services , CATV Systems , USA,S&P; 500,79.31,3.73,27.20%,228.61M,-0.82%,67.61B,41.66,7.10,-0.01%,168.80M,-2.08%,742.00M,1.35,1.06,75.20%,5.61%,8.60%,42.57B,1.59,-82.80%,-0.22%,6.37,-17.60%,159.85,1.85,61.01%,6.80%,374.96,-25.64%,3.38,87.47,58.64%,27.00%,250.10 - 404.72,-11.97%,-,28.07,23.00%,3.50%,-26.92%,1.25,-,0.20,40.80%,42.80%,18.25%,7.60,94800,0.20,4.80%,10.60%,48.30,2.34% 2.59%,Yes,1.93,121.50%,23.60%,1.63,307.86,Yes,1.78,Jul 31 BMO,0.00%,1.49M,295.75,2.00,0.12%,0.39%,-7.15%,"2,420,120",-3.93%
27,CHD,Consumer Goods , Cleaning Products , USA,S&P; 500,25.88,2.17,0.20%,245.58M,0.21%,13.77B,22.90,2.45,-60.69%,244.08M,2.36%,545.60M,2.50,0.54,84.70%,6.57%,20.27%,4.03B,3.41,4.90%,1.63%,7.29,14.69%,9.10,6.16,7.51%,13.80%,55.28,12.64%,0.36,154.17,10.34%,38.40%,43.21 - 58.03,11.74%,0.87,27.55,8.40%,11.10%,-3.39%,0.36,1.55%,0.50,5.30%,45.30%,29.74%,0.95,4700,0.80,14.50%,20.00%,58.19,1.31% 1.74%,Yes,1.00,71.40%,20.30%,0.54,55.45,Yes,0.81,Aug 02 BMO,24.60%,2.20M,56.06,2.90,0.94%,5.30%,13.60%,"1,187,325",1.10%
28,CTAS,Services , Business Services , USA,S&P; 500,38.09,5.55,1.50%,106.18M,0.29%,22.45B,26.24,8.06,-1.18%,90.16M,8.83%,610.70M,1.81,1.80,69.50%,3.98%,16.06%,6.48B,3.47,33.50%,-0.12%,7.59,28.63%,28.00,7.55,12.49%,12.00%,197.00,58.78%,1.31,161.84,21.10%,30.10%,130.17 - 212.59,35.67%,1.62,32.42,17.20%,13.20%,-0.56%,0.96,0.77%,2.20,8.50%,44.90%,62.41%,3.01,41000,2.50,15.00%,14.70%,66.29,1.25% 1.64%,Yes,0.84,127.50%,12.80%,1.01,210.28,Yes,0.84,Jul 19 AMC,20.80%,473.13K,211.41,2.40,2.43%,7.46%,22.16%,"479,432",0.54%
29,CTXS,Technology , Business Software & Services , USA,S&P; 500,31.59,3.53,0.80%,135.63M,-0.02%,15.11B,18.70,5.96,-10.37%,134.11M,1.17%,523.30M,2.82,1.25,-,7.39%,5.21%,2.91B,5.20,0.10%,1.63%,6.19,24.55%,4.68,23.80,10.99%,1.70%,116.31,48.63%,11.13,10.01,11.20%,9.10%,74.13 - 116.82,26.59%,-,15.77,9.90%,15.20%,-4.64%,1.18,-,0.70,1.80%,85.20%,50.28%,1.78,7500,0.80,7.10%,21.90%,56.99,1.57% 1.57%,Yes,3.42,5.30%,3.20%,0.76,111.71,Yes,1.21,Jul 25 AMC,0.00%,1.60M,111.40,2.80,0.91%,2.78%,14.94%,"1,223,552",-0.28%
30,CTSH,Technology , Information Technology Services , USA,S&P; 500,21.22,3.51,0.20%,598.93M,-3.50%,44.64B,14.68,5.08,-14.26%,4.24M,-9.91%,2.07B,1.48,1.13,92.60%,-,-1.13%,15.51B,2.88,40.00%,-0.17%,-,-6.61%,18.20,4.10,12.27%,9.70%,89.14,4.00%,7.09,10.51,14.39%,13.40%,69.24 - 85.10,4.96%,0.80,23.75,15.70%,16.90%,-12.41%,0.96,1.07%,3.30,15.10%,39.90%,7.65%,1.34,268900,3.30,9.20%,17.20%,29.07,1.37% 1.50%,Yes,0.07,-2.20%,9.40%,0.94,75.22,Yes,0.06,Aug 02 BMO,28.30%,3.36M,74.54,2.00,-6.49%,-6.26%,-4.08%,"3,155,356",-0.90%
31,CAG,Consumer Goods , Processed & Packaged Goods , USA,S&P; 500,27.05,1.37,0.40%,390.67M,1.17%,14.48B,15.58,2.38,-9.23%,389.14M,2.63%,560.80M,4.13,0.49,82.90%,7.21%,-1.91%,7.94B,1.82,11.90%,0.66%,5.99,4.28%,9.34,3.97,6.40%,7.80%,42.60,6.19%,0.34,108.21,6.55%,21.70%,32.16 - 39.43,-1.62%,0.85,40.18,-3.40%,8.40%,-6.01%,0.25,2.29%,0.40,-10.00%,29.80%,15.24%,0.53,12400,0.80,5.60%,13.10%,52.27,1.04% 1.46%,Yes,1.04,-48.70%,10.20%,1.09,36.87,Yes,0.88,Jun 28 BMO,41.80%,4.68M,37.06,1.80,1.24%,0.60%,0.84%,"5,116,676",0.52%
32,STZ,Consumer Goods , Beverages - Wineries & Distillers , USA,S&P; 500,20.20,10.31,1.40%,192.28M,-2.86%,40.05B,19.33,10.78,-1.00%,159.51M,-2.61%,2.30B,1.61,2.61,84.90%,2.95%,-5.96%,7.70B,5.20,29.30%,0.07%,2.77,-2.68%,55.16,3.78,12.28%,12.80%,251.37,4.82%,1.17,177.82,12.56%,30.90%,195.89 - 236.62,-8.88%,2.96,48.71,36.90%,10.00%,-11.98%,0.05,1.42%,0.80,22.10%,50.50%,6.32%,4.73,9600,1.80,6.10%,29.30%,39.86,2.45% 1.79%,Yes,0.96,71.80%,34.60%,5.87,221.81,Yes,0.89,Jun 29 BMO,16.70%,1.70M,208.27,2.00,-2.62%,-5.34%,-5.75%,"9,952,347",-6.10%
33,CCI,Technology , Diversified Communication Services , USA,S&P; 500,112.03,1.00,0.40%,415.00M,2.08%,46.58B,65.64,1.71,-0.41%,413.42M,1.24%,409.80M,5.24,0.28,99.70%,2.55%,8.99%,4.93B,9.45,10.70%,2.23%,4.77,6.54%,30.28,3.71,37.68%,1.20%,117.35,8.92%,0.50,226.13,21.39%,3.10%,98.85 - 114.97,1.12%,4.20,-,10.50%,3.60%,-2.37%,0.39,3.74%,0.90,12.40%,65.30%,13.56%,1.65,4500,0.90,28.10%,23.30%,62.82,1.32% 1.53%,Yes,1.27,19.20%,8.00%,0.84,111.25,Yes,1.26,Jul 18 AMC,415.00%,2.21M,112.25,2.20,1.69%,4.15%,4.20%,"1,854,010",0.90%
34,CVS,Healthcare , Health Care Plans , USA,S&P; 500,49.03,1.46,0.10%,1.02B,5.09%,72.93B,9.81,7.31,1.43%,1.01B,5.45%,1.49B,5.34,1.72,85.90%,5.02%,8.33%,186.97B,0.39,1.80%,0.09%,6.63,2.65%,34.98,2.05,3.93%,2.60%,88.57,-9.44%,43.13,1.66,9.19%,8.10%,60.14 - 84.00,-1.19%,2.00,15.61,10.60%,9.90%,-14.71%,0.95,2.79%,1.90,8.50%,15.60%,19.12%,1.55,246000,2.30,2.20%,3.20%,67.38,2.22% 2.12%,Yes,1.83,-335.80%,1.60%,0.91,71.38,Yes,1.73,Aug 08 BMO,67.70%,7.67M,71.64,2.00,7.53%,6.45%,3.79%,"6,964,603",0.36%
35,DVA,Healthcare , Specialized Health Services , USA,S&P; 500,28.28,2.54,0.20%,178.27M,-1.98%,12.82B,14.85,4.84,-0.86%,170.81M,0.80%,446.30M,1.23,0.88,94.00%,3.46%,7.57%,11.28B,1.14,-32.20%,-1.72%,4.61,-3.83%,24.93,2.88,21.36%,-,80.44,26.17%,2.21,32.54,23.00%,-,52.51 - 80.71,-0.50%,-,-,4.60%,8.80%,-10.93%,1.14,-,1.90,5.80%,29.10%,36.91%,1.29,74500,1.90,6.90%,-,49.95,1.51% 1.82%,Yes,2.32,45.30%,-,0.80,72.18,Yes,1.91,Aug 01 AMC,-,1.28M,71.89,2.10,0.66%,1.12%,4.74%,"1,021,838",-0.40%
36,DVN,Basic Materials , Independent Oil & Gas , USA,S&P; 500,-,-1.62,0.40%,521.32M,-5.13%,21.10B,15.39,2.63,-0.30%,518.25M,-8.17%,-847.00M,-,0.47,87.10%,2.30%,-2.22%,11.59B,1.82,188.30%,-1.17%,1.92,13.84%,15.56,2.60,57.77%,-2.50%,51.23,30.92%,2.80,14.45,79.37%,-8.60%,29.78 - 46.54,-2.22%,0.32,28.44,42.50%,9.50%,-13.03%,2.29,0.79%,1.60,8.00%,81.10%,35.91%,1.26,4900,1.60,3.90%,-4.50%,35.63,2.78% 2.57%,Yes,0.76,-413.50%,-6.20%,1.32,42.41,Yes,0.72,Jul 31 AMC,-,6.21M,40.48,2.10,-7.52%,-6.40%,3.92%,"8,208,072",-4.55%
37,DISCK,Services , CATV Systems , USA,S&P; 500,-,-1.02,4.30%,-,1.13%,-,7.06,3.43,-,344.92M,-1.50%,-,-,0.60,81.86%,1.57%,7.93%,8.67B,-,19.50%,-,1.85,6.83%,14.66,1.65,51.10%,-,25.33,12.59%,-,-,7.00%,-,14.99 - 26.64,14.45%,-,-,-,-,-9.05%,-,-,-,-,-,61.64%,0.67,7000,-,63.00%,-,45.51,2.36% 2.57%,Yes,-,-42.20%,-,0.55,24.56,Yes,-,Aug 13 BMO,-,2.92M,24.23,3.00,-0.64%,-1.61%,11.19%,"1,621,781",-1.34%
38,D,Utilities , Electric Utilities , USA,S&P; 500,21.87,3.21,0.20%,652.83M,-0.66%,45.86B,16.58,4.24,0.51%,650.34M,-0.18%,2.08B,3.45,1.14,71.70%,3.24%,10.16%,12.94B,3.54,-1.80%,0.47%,5.47,-5.50%,27.67,2.54,3.04%,3.80%,72.85,-9.82%,0.29,241.38,6.35%,16.90%,61.53 - 85.30,-13.34%,3.34,93.79,6.30%,6.10%,-17.64%,0.25,4.75%,0.40,-0.40%,99.40%,14.17%,1.07,16200,0.50,9.80%,29.50%,50.88,1.22% 1.37%,Yes,2.09,10.90%,22.60%,1.18,69.66,Yes,1.78,Aug 01 BMO,70.50%,3.85M,70.25,2.60,-1.07%,2.36%,-2.91%,"4,535,132",0.85%
39,DTE,Utilities , Electric Utilities , USA,S&P; 500,15.81,7.10,0.20%,181.48M,1.92%,20.37B,17.87,6.28,-12.69%,180.79M,5.54%,1.28B,2.79,1.58,72.60%,2.32%,11.74%,13.43B,1.52,42.50%,0.25%,3.28,10.91%,54.39,2.06,2.11%,3.40%,111.50,2.84%,0.35,323.41,5.67%,11.90%,94.25 - 116.74,2.57%,3.53,47.72,12.30%,7.00%,-3.83%,0.12,3.14%,0.90,7.50%,-,19.12%,1.46,10200,1.20,10.60%,12.00%,76.17,1.05% 1.29%,Yes,1.34,30.70%,8.60%,0.94,111.04,Yes,1.29,Jul 25 BMO,53.40%,1.28M,112.27,2.50,3.20%,7.50%,6.50%,"1,207,610",1.11%
40,ETFC,Financial , Investment Brokerage - National , USA,S&P; 500,20.08,3.01,0.10%,267.13M,-1.60%,16.12B,15.05,4.01,-2.79%,263.22M,-1.32%,807.00M,0.88,0.80,97.90%,1.47%,-6.31%,2.76B,5.85,19.20%,-1.57%,1.67,17.08%,23.55,2.56,11.96%,1.20%,70.00,49.55%,4.31,13.99,22.73%,12.00%,39.12 - 66.46,21.71%,-,11.73,51.50%,1.30%,-9.22%,1.15,-,-,2.20%,91.80%,54.22%,1.36,3600,-,24.50%,43.60%,44.80,1.79% 2.38%,Yes,7.29,35.10%,27.20%,0.77,60.76,Yes,0.43,Jul 19 AMC,0.00%,2.32M,60.33,1.80,-0.60%,-2.68%,8.19%,"1,781,491",-0.71%
41,ECL,Basic Materials , Specialty Chemicals , USA,S&P; 500,30.05,4.86,0.40%,291.59M,-1.58%,42.59B,24.20,6.04,182.68%,287.12M,1.64%,1.43B,2.20,1.54,89.40%,1.98%,-1.11%,14.37B,2.96,10.60%,0.61%,5.35,12.53%,27.18,5.37,12.25%,7.80%,154.06,11.38%,0.28,513.16,13.65%,20.60%,125.74 - 150.46,8.86%,1.64,41.98,14.30%,10.80%,-2.92%,0.98,1.12%,0.80,3.20%,44.00%,16.17%,1.81,48400,1.30,6.60%,14.30%,53.90,1.11% 1.32%,Yes,0.92,25.70%,10.80%,0.75,147.04,Yes,0.81,Jul 31 BMO,28.90%,1.07M,146.07,2.40,1.23%,1.90%,5.28%,"798,907",-0.66%
42,EMR,Industrial Goods , Industrial Electrical Equipment , USA,S&P; 500,22.97,3.20,0.10%,631.63M,-0.65%,46.46B,19.84,3.71,-4.62%,627.53M,5.87%,2.04B,1.35,0.90,72.10%,0.96%,2.24%,16.96B,2.74,3.90%,0.69%,2.25,3.16%,13.37,5.50,11.32%,10.50%,76.38,23.82%,5.40,13.62,16.99%,24.60%,57.47 - 75.25,5.55%,1.94,46.51,-1.00%,13.70%,-2.25%,1.15,2.64%,1.00,-9.00%,42.60%,28.00%,1.32,76500,1.20,10.30%,16.40%,57.73,1.36% 1.69%,Yes,0.71,78.00%,12.30%,1.07,74.24,Yes,0.37,Aug 07 BMO,58.70%,2.68M,73.56,2.40,2.81%,3.56%,5.90%,"2,851,425",-0.92%
43,EQT,Basic Materials , Independent Oil & Gas , USA,S&P; 500,-,-5.44,0.40%,267.97M,-2.61%,13.19B,20.02,2.46,1.02%,261.95M,-10.37%,-1464.80M,-,0.37,91.80%,4.08%,-8.05%,4.28B,3.08,160.60%,0.52%,3.73,1.50%,44.07,1.12,5.40%,-1.00%,68.71,-19.34%,-,-,9.87%,-2.50%,43.70 - 66.03,-13.49%,0.12,232.71,12.70%,4.00%,-25.43%,0.60,0.24%,0.80,19.70%,79.40%,12.68%,1.39,2067,0.80,53.10%,-30.00%,34.67,2.19% 2.76%,Yes,0.73,-71.70%,-6.20%,1.04,50.36,Yes,0.67,Jul 26 BMO,-,2.87M,49.24,2.00,-4.92%,-8.34%,-8.26%,"2,965,475",-2.22%
